German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
Fohlen;0;0;0;0;0;0;0;0;0;0
Fohlen;0;0;0;0;0;0;0;0;0;0
fokal;0;0;0;0;0;0;0;0;0;0
Fokus;1;0;0;0;0;0;0;0;0;0
Folge;0;0;0;0;0;0;0;0;0;0
Folge;0;0;0;0;0;0;0;0;0;0
Folge;0;0;0;1;0;0;0;0;0;0
folgen;0;0;0;0;0;0;0;0;0;0
Folgen;0;0;0;0;0;0;0;0;0;0
Folie;0;0;0;0;0;0;0;0;0;0
Folklore;0;0;0;0;0;0;0;0;0;0
Follikel;0;0;0;0;0;0;0;0;0;0
follikulären;0;0;0;0;0;0;0;0;0;0
Folter;0;1;1;1;1;1;0;1;0;0
Fondant;0;1;0;0;0;0;0;0;0;0
Fonds;0;0;0;0;0;0;0;0;0;0
förderlich;1;0;0;0;0;0;0;0;0;0
fördern;0;0;0;0;0;0;0;0;0;0
Förderung;1;0;0;0;0;0;0;0;0;0
Forelle;0;0;0;0;0;0;0;0;0;0
Forking;0;0;0;0;0;0;0;0;0;0
Form;0;0;0;0;0;0;0;0;0;0
Form;0;0;0;0;0;0;0;0;0;0
Form;1;0;0;0;0;0;0;0;0;0
Formalismus;0;0;0;0;0;0;0;0;0;0
Formalität;0;0;0;0;0;0;0;0;0;1
formativ;1;0;0;0;0;0;0;0;0;1
formbar;0;0;0;0;0;0;0;0;0;0
Formel;1;0;0;0;0;0;0;0;0;1
Formelsammlung;0;0;0;0;0;0;0;0;0;0
formlos;0;1;0;0;0;0;0;0;0;0
formulieren;0;0;0;0;0;0;0;0;0;0
Forscher;0;0;0;0;0;0;0;0;0;0
Forschung;0;0;0;0;0;0;0;0;0;0
fort;0;0;0;0;0;0;0;0;0;0
Fortbewegung;0;0;0;0;0;0;0;0;0;0
fortdauern;0;0;0;0;0;0;0;0;0;0
fortgeschritten;1;0;0;0;0;0;0;0;0;0
fortgesetzt;0;0;0;0;0;0;0;0;0;0
Fortpflanzung;0;0;0;0;0;0;0;0;0;0
Fortschritt;1;0;0;0;0;0;0;0;0;0
Fortschritt;1;0;0;1;0;0;1;0;0;0
fortsetzen;1;0;0;1;0;0;0;0;0;1
Fortsetzung;0;0;0;1;0;0;0;0;0;0
Forum;0;0;0;0;0;0;0;0;0;0
fossil;0;0;0;0;0;0;0;0;0;0
Fossilien;0;0;0;0;0;0;0;0;0;0
Foto;0;0;0;0;0;0;0;0;0;0
Foto;0;0;0;0;0;0;0;0;0;0
Fotograf;0;0;0;0;0;0;0;0;0;0
Fotografie;0;0;0;0;0;0;0;0;0;0
Foul;0;1;1;0;1;1;0;0;0;0
Fracht;0;0;0;0;0;0;0;0;0;0
Fracht;0;0;0;0;0;0;0;0;0;0
Frage;1;0;0;0;0;0;0;0;0;0
fragend;0;0;0;0;0;0;0;0;0;0
Fragende;1;0;0;0;0;0;0;0;0;0
fraglich;0;0;0;0;0;0;0;0;0;0
Fragment;0;0;0;0;0;0;0;0;0;0
fragmentarisch;0;0;0;0;0;0;0;0;0;0
fragwürdig;0;1;0;0;0;1;0;0;0;1
Fraktion;0;0;0;0;0;0;0;0;0;0
Fraktion;0;0;0;0;0;0;0;0;0;0
Fraktur;0;1;0;0;0;0;0;0;0;0
Franchise;0;0;0;0;0;0;0;0;0;0
frank;1;0;0;0;0;0;0;0;0;1
Franse;0;0;0;0;0;0;0;0;0;0
fransig;0;0;0;0;0;0;0;0;0;0
Frau;0;0;0;0;0;0;0;0;0;0
Frau;0;0;0;0;0;0;0;0;0;0
Fräulein;0;0;0;0;0;0;0;0;0;0
freakish;0;1;0;0;1;1;0;0;1;0
Fregatte;0;0;0;0;0;1;0;0;0;0
frei;0;0;0;0;0;0;0;0;0;0
frei;0;0;0;0;0;0;0;0;0;0
frei;1;0;0;0;0;0;1;0;0;1
Freibetrag;0;0;0;0;0;0;0;0;0;0
Freier;0;0;0;0;0;0;0;0;0;0
Freifrau;1;0;1;0;1;0;0;0;0;1
Freiheit;1;0;0;0;0;0;1;0;0;1
Freiheit;1;0;0;1;0;0;1;0;1;1
freimütig;0;0;0;0;0;0;0;0;0;0
freistehend;0;0;0;0;0;0;0;0;0;0
Freistellung;1;0;0;0;0;0;0;0;0;0
freiwillig;0;0;0;0;0;0;0;0;0;0
freiwillig;0;0;0;0;0;0;0;0;0;0
Freiwillige;1;0;0;1;0;1;1;0;0;1
Freiwilligenarbeit;0;0;0;0;0;0;0;0;0;0
Freizeit;1;0;0;1;0;0;1;0;1;1
fremd;0;0;0;0;0;0;0;0;0;0
fremd;0;1;0;0;0;0;0;0;0;0
Fremdenfeindlichkeit;0;1;0;0;0;1;0;0;0;0
Fremder;0;1;0;0;0;1;0;0;0;0
frenetisch;0;1;1;0;0;1;0;0;1;0
Fresko;0;0;0;0;0;0;0;0;0;0
Fresserei;0;1;0;0;0;0;0;0;0;0
Freude;1;0;0;1;0;0;1;0;0;0
Freude;1;0;0;0;0;0;1;0;0;0
freudig;1;0;0;0;0;0;1;0;0;0
Freund;1;0;0;0;0;0;1;0;0;1
freundlich;1;0;0;1;0;0;1;0;0;1
freundlich;1;0;0;0;0;0;1;0;0;0
Freundlichkeit;1;0;0;0;0;0;1;0;0;1
Freundlichkeit;1;0;0;0;0;0;0;0;0;0
Freundschaft;1;0;0;0;0;0;1;0;0;1
Frieden;1;0;0;1;0;0;1;0;0;1
Friedensrichter;0;0;0;0;0;0;0;0;0;0
Friedhof;0;1;0;0;0;1;0;1;0;0
friedlich;1;0;0;1;0;0;1;0;1;1
frieren;0;0;0;0;0;0;0;0;0;0
frigide;0;1;0;0;0;0;0;0;0;0
frivol;0;1;0;0;0;0;0;0;0;0
froh;1;0;0;1;0;0;1;0;0;0
froh;1;0;0;0;0;0;1;0;0;1
fröhlich;1;0;0;0;0;0;1;0;0;0
fröhlich;1;0;0;0;0;0;1;0;0;0
Fröhlichkeit;1;0;0;1;0;0;1;0;0;1
Fröhlichkeit;1;0;0;0;0;0;1;0;0;0
Fröhlichkeit;1;0;0;0;0;0;1;0;1;0
fromm;1;0;0;1;0;0;1;0;0;1
fromm;1;0;0;0;0;0;1;0;0;1
fromm;1;0;0;0;1;0;0;1;0;1
Frömmler;0;1;1;0;1;1;0;0;0;0
frönen;0;0;0;0;0;0;0;0;0;0
Front;0;0;0;0;0;0;0;0;0;0
frontal;0;0;0;0;0;0;0;0;0;0
Frontispiz;0;0;0;0;0;0;0;0;0;0
Frontmann;0;0;0;0;0;0;0;0;0;0
Frosch;0;0;0;0;0;0;0;0;0;0
Frost;0;0;0;0;0;0;0;0;0;0
frostig;0;0;0;0;0;0;0;0;0;0
Frucht;0;0;0;0;0;0;0;0;0;0
fruchtbar;1;0;0;0;0;0;0;0;0;0
fruchtbar;1;0;0;0;0;0;0;0;0;0
fruchtbar;1;0;0;0;0;0;0;0;0;0
Fruchtbarkeit;0;0;0;0;0;0;0;0;0;0
Fruchtfleisch;0;0;0;0;0;0;0;0;0;0
fruchtlos;0;1;0;0;0;0;0;1;0;0
frugal;1;0;0;0;0;0;0;0;0;0
früh;0;0;0;0;0;0;0;0;0;0
früher;0;0;0;0;0;0;0;0;0;0
Frühstück;1;0;0;0;0;0;0;0;0;0
Frustration;0;1;1;0;0;0;0;0;0;0
frustrieren;0;1;1;0;1;0;0;1;0;0
frustriert;0;1;1;0;0;0;0;0;0;0
Fuchs;0;0;0;0;0;0;0;0;0;0
Füchsin;0;1;0;0;0;0;0;0;0;0
Fugenmörtel;0;0;0;0;0;0;0;0;0;0
fuhr;0;0;0;0;0;0;0;0;0;0
führen;1;0;0;0;0;0;0;0;0;0
führend;0;0;0;0;0;0;0;0;0;1
Führer;1;0;0;0;0;0;0;0;0;1
Fuhrmann;0;0;0;0;0;0;0;0;0;0
Führung;1;0;0;0;0;0;0;0;0;1
Fülle;0;0;0;0;0;0;0;0;0;0
füllen;0;0;0;0;0;0;0;0;0;1
Füllung;0;0;0;0;0;0;0;0;0;0
Füllung;0;0;0;0;0;0;0;0;0;0
Fünfeck;0;0;0;0;0;0;0;0;0;0
Funk;0;1;0;0;0;0;0;1;0;0
Funke;0;0;0;0;0;0;0;0;0;0
Funken;0;0;0;0;0;0;0;0;0;0
Funktion;0;0;0;0;0;0;0;0;0;0
funktional;0;0;0;0;0;0;0;0;0;0
Fürbitte;0;0;0;0;0;0;0;0;0;1
Furche;0;0;0;0;0;0;0;1;0;0
fürchten;0;1;0;1;0;1;0;0;0;0
fürchtend;0;1;0;0;0;1;0;0;0;0
furchtlos;1;0;0;0;0;1;0;0;0;0
Furt;0;0;0;0;0;0;0;0;0;0
furtherance;0;0;0;0;0;0;0;0;0;0
fürwahr;0;0;0;0;0;0;0;0;0;0
Fusion;1;0;0;0;0;0;0;0;0;0
Fuß;0;0;0;0;0;0;0;0;0;0
Fußabdruck;0;0;0;0;0;0;0;0;0;0
Fußball;1;0;0;1;0;0;1;0;0;0
Fußball;0;0;0;0;0;0;0;0;0;0
Fußboden;0;0;0;0;0;0;0;0;0;0
Füße;0;0;0;0;0;0;0;0;0;0
Fussel;0;1;0;0;0;0;0;0;0;0
Fußgänger;0;1;0;0;0;0;0;0;0;0
Fußgängerbrücke;0;0;0;0;0;0;0;0;0;0
Fußleiste;0;0;0;0;0;0;0;0;0;0
Fußweg;0;0;0;0;0;0;0;0;0;0
Futter;0;0;0;0;0;0;0;0;0;0
Futter;0;0;0;0;0;0;0;0;0;0
Futter;0;0;0;0;0;0;0;0;0;0
Futter;0;1;0;0;0;0;0;0;0;0
Futter;0;0;0;0;0;0;0;0;0;0
Gabel;0;0;0;0;0;0;0;0;0;0
Gabelung;0;0;0;0;0;0;0;0;0;0
gaby;0;1;0;0;1;0;0;0;0;0
gaffen;0;0;0;0;0;0;0;0;1;0
Gähnen;0;1;0;0;0;0;0;0;0;0
gähnend;0;0;0;0;0;0;0;0;0;0
Galan;0;0;0;0;0;0;0;0;0;0
galant;1;0;0;0;0;0;0;0;0;0
Galanterie;1;0;0;0;0;0;0;0;0;0
Galaveranstaltung;0;0;0;0;0;0;0;0;0;0
Galaxis;0;0;0;0;0;0;0;0;0;0
Galeere;0;0;0;0;0;0;0;0;0;0
Galerie;0;0;0;0;0;0;0;0;0;0
Galgen;0;1;1;0;0;1;0;1;0;0
Galle;0;1;1;0;1;0;0;0;0;0
Galle;0;1;1;0;1;0;0;0;0;0
Galopp;0;0;0;0;0;0;0;0;0;0
Galopp;0;0;0;0;0;0;0;0;0;0
galvanisch;0;0;0;0;0;0;0;0;0;0
Gamasche;0;1;1;0;0;0;0;0;0;0
Gaming;0;0;0;0;0;0;0;0;0;0
Gang;0;0;0;0;0;0;0;0;0;0
Gang;0;0;0;0;0;0;0;0;0;0
Gang;1;0;0;0;0;0;0;0;0;0
Gans;0;0;0;0;0;0;0;0;0;0
Gänserich;0;0;0;0;0;0;0;0;0;0
ganze Zahl;0;0;0;0;0;0;0;0;0;0
Garage;0;0;0;0;0;0;0;0;0;0
Garantie;1;0;0;0;0;0;0;0;0;1
Garantie;0;0;0;0;0;0;0;0;0;0
Garantie;1;0;0;0;0;0;0;0;0;1
Garbe;0;0;0;0;0;0;0;0;0;0
Garn;0;0;0;0;0;0;0;0;0;0
Garnele;0;0;0;0;0;0;0;0;0;0
Garner;0;0;0;0;0;0;0;0;0;0
Garnierung;0;1;0;0;0;0;0;0;0;0
Garnison;1;0;0;0;0;0;0;0;0;1
Garten;1;0;0;0;0;0;1;0;0;0
Gartenarbeit;0;0;0;0;0;0;0;0;0;0
Gartenbau;0;0;0;0;0;0;0;0;0;0
Gartenbau;0;0;0;0;0;0;0;0;0;0
Gärtner;0;0;0;0;0;0;0;0;0;0
Gas;0;0;0;0;0;0;0;0;0;0
gasförmig;0;0;0;0;0;0;0;0;0;0
Gasse;0;0;0;0;0;0;0;0;0;0
Gast;0;0;0;0;0;0;0;0;0;0
Gastfreundschaft;1;0;0;0;0;0;0;0;0;0
Gasthof;0;0;0;0;0;0;0;0;0;0
Gastronom;0;0;0;0;0;0;0;0;0;0
Gastronomie;0;0;0;0;0;0;0;0;0;0
Gastwirt;0;0;0;0;0;0;0;0;0;0
Gattung;0;0;0;0;0;0;0;0;0;0
Gaul;0;1;1;0;0;0;0;0;0;0
Gaumen;0;0;0;0;0;0;0;0;0;0
Gauner;0;1;0;0;0;0;0;0;0;0
Gaze;0;0;0;0;0;0;0;0;0;0
Gazelle;0;0;0;0;0;0;0;0;0;0
geachtet;0;0;0;0;0;0;0;0;0;0
geändert;0;0;0;0;0;0;0;0;0;0
geändert;0;0;0;0;0;0;0;0;0;0
Gebärmutter;1;0;0;0;0;0;0;0;0;0
Gebäude;1;0;0;0;0;0;0;0;0;0
Gebäude;0;0;0;0;0;0;0;0;0;0
Gebäude;0;0;0;0;0;0;0;0;0;0
gebaut;0;0;0;0;0;0;0;0;0;0
Gebet;0;0;0;0;0;0;0;0;0;0
gebeugt;0;0;0;0;0;0;0;0;0;0
Gebiet;0;0;0;0;0;0;0;0;0;0
gebildet;1;0;0;0;0;0;0;0;0;0
gebildet;0;0;0;0;0;0;0;0;0;0
Gebläse;0;1;0;0;0;0;0;0;0;0
geblasen;0;0;0;0;0;0;0;0;0;0
geblendet;0;1;0;0;0;0;0;0;0;0
gebogen;0;0;0;0;0;0;0;0;0;0
gebogen;0;0;0;0;0;0;0;0;0;0
Gebot;0;0;0;0;0;0;0;0;0;0
Gebräu;0;0;0;0;0;0;0;0;0;0
Gebräu;0;0;0;0;0;0;0;0;0;0
Gebrechen;0;1;0;0;1;1;0;1;0;0
gebrechlich;0;1;0;0;0;0;0;0;0;0
Gebrechlichkeit;0;1;0;0;0;1;0;0;0;0
gebrochen;0;1;1;0;0;1;0;1;0;0
gebrochen;0;1;1;0;1;1;0;1;0;0
gebrochen;0;0;0;0;0;0;0;0;0;0
Gebrüll;0;0;0;0;0;0;0;0;0;0
Gebühr;0;1;1;0;0;0;0;0;0;0
Gebühren;0;0;0;0;0;0;0;0;0;0
gebührend;1;0;0;0;0;0;0;0;0;0
gebührenpflichtig;0;1;0;0;0;1;0;1;0;0
gebunden;0;1;0;0;0;0;0;0;0;0
Geburt;1;0;0;1;0;1;1;0;0;1
Geburt;0;0;0;0;0;0;0;0;0;0
Geburt;0;0;0;0;0;0;0;0;0;0
Geburtshelfer;0;0;0;0;0;0;0;0;0;1
Geburtshilfe;1;0;0;0;0;0;0;0;0;0
Geburtshilfe;0;0;0;0;0;0;0;0;0;0
Geburtsort;0;1;1;0;0;0;0;0;0;0
Geburtsrecht;0;0;0;0;0;0;0;0;0;0
Geburtstag;1;0;0;1;0;0;1;0;1;0
gecharterten;0;0;0;0;0;0;0;0;0;0
Geck;0;0;0;0;0;0;0;0;0;0
gedämpft;0;1;0;0;0;0;0;0;0;0
gedämpft;0;0;0;0;0;0;0;0;0;0
gedämpft;0;0;0;0;0;0;0;0;0;0
gedämpft;0;0;0;0;0;0;0;0;0;0
gedämpfter;0;0;0;0;0;0;0;0;0;0
gedeihen;1;0;0;1;0;0;1;0;0;0
gedemütigt;1;0;0;0;0;0;0;1;0;0
Gedenk-;1;0;0;1;0;0;0;0;0;0
gedenken;1;0;0;1;0;0;1;1;0;0
Gedenken;1;0;0;1;0;0;1;0;0;0
Gedenkstätte;0;0;0;0;0;0;0;0;0;0
Gedenkstätten;0;0;0;0;0;0;0;1;0;0
Gedicht;0;0;0;0;0;0;0;0;0;0
Gedränge;0;0;0;0;0;0;0;0;0;0
Gedränge;0;0;0;0;0;0;0;0;0;0
geduckt;0;1;0;0;0;1;0;0;0;0
Geduld;1;0;0;1;0;0;0;0;0;1
geduldig;1;0;0;1;0;0;0;0;0;0
geeignet;1;0;0;0;0;0;0;0;0;0
geeignet;1;0;0;0;0;0;0;0;0;0
geerdet;0;1;0;0;0;1;0;1;0;0
Gefahr;0;1;0;0;0;1;0;0;0;0
Gefahr;0;1;0;1;0;1;0;0;0;0
gefährden;0;1;0;1;0;1;0;0;0;0
gefährden;0;1;1;0;0;1;0;0;0;0
gefährdet;0;1;0;0;0;1;0;0;0;0
gefährlich;0;1;0;0;0;1;0;0;0;0
gefährlich;0;1;0;0;0;1;0;0;0;0
Gefährte;1;0;0;0;0;0;0;0;0;1
gefaltet;0;0;0;0;0;0;0;0;0;0
gefangen;0;1;0;0;0;1;0;1;0;0
Gefangene;0;1;1;0;1;1;0;1;0;0
Gefangenschaft;0;1;0;0;0;0;0;1;0;0
Gefangenschaft;0;1;1;0;1;1;0;1;0;0
Gefängnis;0;1;0;0;0;0;0;0;0;0
Gefängnis;0;1;0;0;0;1;0;1;0;0
Gefängnis;0;1;1;0;0;1;0;1;0;0
Gefasel;0;1;0;0;1;0;0;0;0;0
gefeiert;1;0;0;1;0;0;1;0;0;0
Gefieder;0;0;0;0;0;0;0;0;0;0
Geflügel;0;0;0;0;0;0;0;0;0;0
Geflügel;0;0;0;0;0;0;0;0;0;0
Gefrierfach;0;0;0;0;0;0;0;0;0;0
gefroren;0;0;0;0;0;0;0;0;0;0
Gefühl;0;0;0;0;0;0;0;0;0;0
Gefühl;1;1;1;1;1;1;1;1;1;1
Gefühl;0;1;0;0;0;0;0;0;0;0
Gefühl;0;0;0;0;0;0;0;0;0;0
Gefühl;1;0;0;0;0;0;0;0;0;0
gefühllos;0;1;1;0;1;0;0;0;0;0
geführt;0;0;0;0;0;0;0;0;0;0
gefunden;1;0;0;0;0;0;1;0;0;1
gegabelt;0;0;0;0;0;0;0;0;0;0
Gegen;0;1;0;0;0;0;0;0;0;0
Gegend;0;0;0;0;0;0;0;0;0;0
Gegengewicht;0;0;0;0;0;0;0;0;0;0
Gegenmittel;1;0;0;1;0;0;0;0;0;1
Gegensätze;0;0;0;0;0;0;0;0;0;0
gegenseitig;1;0;0;0;0;0;0;0;0;0
gegenseitig;0;0;0;0;0;0;0;0;0;0
Gegenseitigkeit;0;0;0;0;0;0;0;0;0;0
Gegensprechanlage;0;0;0;0;0;0;0;0;0;0
Gegenstand;0;1;0;0;0;0;0;0;0;0
Gegenstück;0;0;0;0;0;0;0;0;0;0
Gegenteil;0;1;0;0;0;0;0;0;0;0
Gegenteil;0;0;0;0;0;0;0;0;0;0
Gegenwart;1;0;0;0;0;0;0;0;0;0
Gegner;0;1;1;0;0;0;0;0;0;0
Gegner;0;1;1;1;1;1;0;0;0;0
Gehalt;1;0;0;1;0;0;1;0;0;1
gehärtet;0;1;1;0;1;1;0;0;0;0
gehässig;0;1;1;0;0;0;0;0;0;0
Gehäuse;0;0;0;0;0;0;0;0;0;0
Gehäuse;0;0;0;0;0;0;0;0;0;0
geheiligt;0;0;0;0;0;0;0;0;0;0
Geheimhaltung;0;0;0;0;0;0;0;0;1;1
Geheimnis;0;0;0;1;0;0;0;0;1;0
Geheimnis;0;0;0;0;0;0;0;0;0;1
geheimnisvoll;0;0;0;0;0;0;0;0;0;0
geheimnisvoll;0;0;0;1;0;1;0;0;1;0
geheimnisvoll;0;1;0;0;1;1;0;0;0;0
Geheimschrift;0;0;0;0;0;0;0;0;0;0
Geheiß;0;0;0;0;0;0;0;0;0;0
gehen;0;0;0;0;0;0;0;0;0;0
Gehhilfe;0;0;0;0;0;0;0;0;0;0
Gehirn;0;0;0;0;0;0;0;0;0;0
Gehirnerschütterung;0;1;1;0;0;0;0;1;0;0
gehorchen;0;0;0;0;0;1;0;0;0;1
Gehorsam;1;0;0;0;0;0;0;0;0;1
gehorsam;0;0;0;0;0;0;0;0;0;0
gehorsam;0;0;0;0;0;0;0;0;0;0
Geige;0;0;0;0;0;0;0;0;0;0
Geiger;0;0;0;0;0;0;0;0;0;0
geil;0;0;0;0;0;0;0;0;0;0
Geisel;0;1;1;0;0;1;0;0;0;0
Geißblatt;0;0;0;0;0;0;0;0;0;0
Geist;0;0;0;0;0;1;0;0;0;0
Geist;0;0;0;0;0;0;0;0;0;0
Geist;1;0;0;0;0;0;0;0;0;0
Geister;0;1;0;0;0;1;0;1;0;0
Geisterbeschwörer;0;0;0;0;0;0;0;0;0;0
Geistesblitz;0;0;0;0;0;0;0;0;0;0
Geisteswissenschaften;0;0;0;0;0;0;0;0;0;0
geistig;0;0;0;0;0;0;0;0;0;0
geistig;0;0;0;0;0;0;0;0;0;0
geistig gesund;0;0;0;0;0;0;0;0;0;0
geistige Gesundheit;0;0;0;0;0;0;0;0;0;0
Geistigkeit;0;0;0;0;0;0;0;0;0;0
Geistliche;0;0;0;0;0;0;0;0;0;0
gekreuzt;0;0;0;0;0;0;0;0;0;0
Gekritzel;0;1;0;0;0;0;0;0;0;0
gekünstelt;0;0;0;0;0;0;0;0;0;0
gekürzt;0;0;0;0;0;0;0;0;0;0
Gel;0;0;0;0;0;0;0;0;0;0
Gelächter;1;0;0;1;0;0;1;0;1;0
gelähmt;0;1;1;0;0;1;0;1;1;0
gelandet;1;0;0;0;0;0;0;0;0;0
Gelassenheit;1;0;0;0;0;0;0;0;0;0
Gelassenheit;0;0;0;0;0;0;0;0;0;0
Gelassenheit;1;0;0;0;0;0;0;0;0;0
Gelassenheit;1;0;0;1;0;0;1;0;0;1
Gelatine;0;0;0;0;1;0;0;0;0;0
Geläufigkeit;0;0;0;0;0;0;0;0;0;0
gelaunt;1;0;0;0;0;0;0;0;0;0
gelb;0;0;0;0;0;0;0;0;0;0
gelbbraun;0;0;0;0;1;0;0;0;0;0
Gelbsucht;0;1;0;0;0;1;0;0;0;0
Geld;1;0;1;1;0;0;1;0;1;1
Geld-;1;0;0;1;0;0;0;0;0;0
Geldbeutel;0;0;0;0;0;0;0;0;0;0
Geldgeber;0;0;0;0;0;0;0;0;0;1
Gelee;0;0;0;0;0;0;0;0;0;0
gelegen;0;0;0;0;0;0;0;0;0;0
Gelegenheit;0;0;0;0;0;0;0;0;0;0
Gelegenheit;1;0;0;1;0;0;0;0;0;0
gelegentlich;0;0;0;0;0;0;0;0;1;0
gelegentlich;0;0;0;0;0;0;0;0;0;0
gelehrig;0;0;0;0;0;0;0;0;0;0
gelehrt;1;0;0;0;0;0;0;0;0;0
gelehrt;1;0;0;0;0;0;0;0;0;0
gelehrt;0;0;0;0;0;0;0;0;0;1
Gelehrte;1;0;0;0;0;0;0;0;0;0
gelernt;0;0;0;0;0;0;0;0;0;0
Geliebte;0;1;1;0;1;0;0;0;0;0
Geltendmachung;1;0;0;0;0;0;0;0;0;1
Gelübde;1;0;0;1;0;0;1;0;0;1
Gemahlin;0;0;0;0;0;0;0;0;0;1
gemalt;0;0;0;0;0;0;0;0;0;0
Gemeinde;1;0;0;0;0;0;0;0;0;0
Gemeinde;1;0;0;0;0;0;0;0;0;1
Gemeinde;0;0;0;0;0;0;0;0;0;0
Gemeinde;0;0;0;0;0;0;0;0;0;1
gemeinnützig;1;0;0;1;0;0;1;0;0;1
gemeinsam;0;0;0;0;0;0;0;0;0;0
gemeinsam;0;0;0;0;0;0;0;0;0;0
Gemeinschaft;1;0;0;0;0;0;1;0;0;1
Gemeinschaft;1;0;0;0;0;0;0;0;0;0
Gemeinwesen;1;0;0;0;0;0;0;0;0;1
gemessen;1;0;0;0;0;0;0;0;0;1
gemischt;0;0;0;0;0;0;0;0;0;0
gemischt;0;0;0;0;0;0;0;0;0;0
Gemüse;0;0;0;0;0;0;0;0;0;0
gemütlich;1;0;0;0;0;0;0;0;0;0
gemütlich;1;0;0;0;0;0;0;0;0;0
genannt;0;0;0;0;0;0;0;0;0;0
genau;0;0;0;0;0;0;0;0;0;0
Genauigkeit;0;0;0;0;0;0;0;0;0;0
Genealogie;0;0;0;0;0;0;0;0;0;0
genehmigen;1;0;0;0;0;0;1;0;0;1
Genehmigung;1;0;0;0;0;0;0;0;0;0
Genehmigung;1;0;0;0;0;0;0;0;0;1
Genehmigung;1;0;0;0;0;0;0;0;0;0
Genehmigung;0;0;0;0;0;0;0;0;0;0
geneigt;1;0;0;1;0;0;0;0;0;1
Generation;0;0;0;0;0;0;0;0;0;0
generativ;0;0;0;0;0;0;0;0;0;0
Generator;0;0;0;0;0;0;0;0;0;0
generieren;0;0;0;0;0;0;0;0;0;0
Generika;0;0;0;0;0;0;0;0;0;0
genesend;0;0;0;0;0;0;0;0;0;0
Genetik;0;0;0;0;0;0;0;0;0;0
genetisch;0;0;0;0;0;0;0;0;0;0
genial;1;0;0;0;0;0;0;0;0;0
Genie;1;0;0;0;0;0;0;0;0;0
genießen;1;0;0;1;0;0;1;0;0;1
genießen;1;0;0;1;0;0;1;0;0;1
genital;0;0;0;0;0;0;0;0;0;0
Genossenschaft;1;0;0;0;0;0;0;0;0;1
Genre;0;0;0;0;0;0;0;0;0;0
gent;0;1;1;0;1;1;0;0;0;0
Gentleman;1;0;0;0;0;0;0;0;0;1
Gentry;1;0;0;0;0;0;0;0;0;1
genügen;0;0;0;0;0;0;0;0;0;0
geöffnet;0;0;0;0;0;0;0;0;0;0
Geographie;0;0;0;0;0;0;0;0;0;0
Geologie;0;0;0;0;0;0;0;0;0;0
Geometrie;0;0;0;0;0;0;0;0;0;0
Gepäck;0;0;0;0;0;0;0;0;0;0
Gepäck;0;0;0;0;0;0;0;0;0;0
Gepäckträger;0;0;0;0;0;0;0;0;0;0
gepanzert;0;0;0;0;0;1;0;0;0;0
Gepard;0;0;0;0;0;0;0;0;0;0
gepflegt;0;0;0;0;0;0;0;0;0;0
Geplänkel;0;0;0;0;0;0;0;0;0;0
geplant;0;0;0;0;0;0;0;0;0;0
Geplapper;0;1;0;0;0;0;0;0;0;0
Geplapper;0;1;0;0;0;0;0;0;0;0
Geplapper;0;0;0;0;0;0;0;0;0;0
Geplapper;0;1;0;0;0;0;0;0;0;0
gepulvert;0;0;0;0;0;0;0;0;0;0
Gerade;0;0;0;0;0;0;0;0;0;0
Gerangel;0;0;0;0;0;0;0;0;0;0
Geranie;1;0;0;0;0;0;0;0;0;0
Gerät;0;0;0;0;0;0;0;0;0;0
Gerät;0;0;0;0;0;0;0;0;0;0
Gerät;0;0;0;0;0;0;0;0;0;0
Geräte;0;0;0;0;0;0;0;0;0;0
geräumig;1;0;0;0;0;0;0;0;0;0
gerecht;0;0;0;0;0;0;0;0;0;0
Gerechtigkeit;1;0;0;0;0;0;0;0;0;0
Gerechtigkeit;1;0;0;0;0;0;0;0;0;1
geregelt;0;0;0;0;0;0;0;0;0;0
geregelt;0;0;0;0;0;0;0;0;0;0
geriatrisch;0;1;0;0;0;0;0;1;0;0
Gericht;0;0;1;1;0;1;0;0;0;0
Gericht;0;0;0;0;0;0;0;0;0;0
gerichtlich;0;0;0;0;0;0;0;0;0;0
Gerichtsgebäude;0;0;0;0;0;0;0;0;0;0
Gerichtsmediziner;0;1;0;0;0;0;0;0;0;0
Gerichtsvollzieher;0;1;0;0;0;1;0;0;0;1
gerieben;0;1;1;0;0;0;0;0;0;0
geringer;0;0;0;0;0;0;0;0;0;0
Gerinnsel;0;0;0;0;0;0;0;0;0;0
Gerinnung;0;0;0;0;0;0;0;0;0;0
gerippt;0;0;0;0;0;0;0;0;0;0
gerippt;0;0;0;0;0;0;0;0;0;0
Geröll;0;1;0;0;0;0;0;0;0;0
Geruch;0;1;0;0;0;0;0;0;0;0
Geruch;0;1;1;0;1;0;0;0;0;0
Gerücht;0;1;0;0;0;0;0;1;0;0
gesammelt;0;0;0;0;0;0;0;0;0;0
Gesamtheit;0;0;0;0;0;0;0;0;0;0
Gesandte;0;0;0;0;0;0;0;0;0;0
Gesang;0;0;0;0;0;0;0;0;0;0
Gesang;1;0;1;1;0;0;1;0;1;0
gesättigt;0;1;0;0;1;0;0;0;0;0
Geschäft;0;0;0;0;0;0;0;0;0;0
Geschäft;1;0;0;1;0;0;0;0;0;0
geschäftig;0;0;0;0;0;0;0;0;0;0
